,Duration,Call Id,V_Range,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos,type_Current Customer,type_Other,type_Sales,type_Service,status_Answering Service/Call Center,status_Current Customer,status_Disconnected in Progress,status_Existing Customer Prospect,status_Left Message/Voice Mail,status_New Prospect,status_Other,status_Referral Prospect,status_Repeat Caller,Words
897,132,1085277239.0,2,0.25881904510252074,0.0,-0.4999999999999997,1.0,0.8660254037844387,0.866025403784439,1,0,0,0,0,1,0,0,0,0,0,0,0,furnace Prius tickets to make a final who's to see you guys and so I'm sure that I seem to see what he did here so he charged you $302.84 lie he is slow dispatch all SP Chris so I say he he he okay okay get a hold of me what's wrong size so he's got a hold of Ryan and see what's what exactly it should be alright I will hold of you with no set okay thanks bye bye 
903,129,1040858174.0,1,0.5000000000000003,0.49999999999999994,-0.8660254037844385,-1.8369701987210297e-16,0.8660254037844387,1.1943401194869635e-15,1,0,0,0,0,1,0,0,0,0,0,0,0,it's a great day at find a Home Services make you smile guess it's Jackie Madden calling we just had you guys those last week to fix a plumbing you know I when I was just so tired from house key over where my Clair is coming out of the house there's a slow drip and they already went Arise My sprinkler I'm not sure what if this for but I only told me you need a plumber oh okay I need to see if I can come in and then I also but the home first service so I also need a furnace but you know anyway person easiest way for me to do that so what's the cost for a plumber to come out if you're a pee-pee nothing okay so just I'll have to just do it like it's a study to be out doing yard work and it's I just thought it's all wet over there and it's it's just to the house now alright I'll like I can have their first thing in the morning how you like to work okay just be there at least text me that works okay dear I will put them or you are Charles 
908,100,730973505.0,1,0.5000000000000003,0.0,0.9659258262890683,-1.8369701987210297e-16,0.8660254037844387,-1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,Jackie Moran last week to fix our water and another time 226-663-3570 okay okay 
914,127,669331737.0,0,0.49999999999999994,1.0,-0.7071067811865471,0.8660254037844387,-0.8660254037844385,0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,find Home Services this is Britney I'm all how are you how much snow there is a $149 policy after hours yeah I guess you'll have to talk to them about that before I page could you spell the last name alright I'll call you back 
920,126,1031798945.0,1,1.2246467991473532e-16,0.49999999999999994,0.8660254037844387,0.8660254037844384,0.8660254037844387,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,your freaking how can I make a smile my schedule for this morning and forth around knocking be able to ground and what your name is okay that was for an auto correct can reschedule for my mail on my way now to go through so I don't know I've got Monday available I can be press the number 5 x teen specialist to have a nice available what's a good time would you like or Spain if you want first thing after 9 from London I said okay not Zachary yet no not exactly actually I think that I'm just for like a 10:10 appointment with no problem and if it doesn't work this Melissa calling me so we can reschedule that okay so thanks for calling 
926,123,1064782414.0,1,0.9659258262890682,0.25881904510252074,0.7071067811865476,-0.4999999999999998,1.0,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,I will have Diana give you a call with Brenda we can get someone out there and schedule an appointment then okay okay thank you bye bye bye 
932,119,691006968.0,0,0.9659258262890682,0.0,0.7071067811865476,-0.4999999999999998,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,are you 704-557-2210 I do have your email address alright so let's go last time you had a 4 of stuff for much the same time so okay so I can go I will put a paper okay no problem 
938,98,663231491.0,0,0.25881904510252074,0.0,-1.0,1.0,0.8660254037844387,-0.8660254037844379,0,0,0,1,1,0,0,0,0,0,0,0,0,thank you for calling sign in hey we're calling Finance Services me know how to make you smile I will it would be after hours IQ office is closed closed at 4 so it would be after hours now I can let them know in the office there and what is your name hey what's your address Wells Crescent and as in London or if I can watch your phone number have a nine four five five seven 210 so I give you a call back tomorrow morning to set something up at 7:30 
944,112,1061277247.0,0,1.0,0.0,0.5000000000000003,-0.8660254037844385,0.8660254037844387,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,0,0,0,0,0,it's a great service Maria speaking how can I make you smile how are you I have one of my rental properties from you guys a little while ago and I paid the bill with my credit card over the phone but I'm yes to receive an invoice or a bill or anything for my tax purposes I looked at a Diana since that's not all for you cuz the way from my desk now leave a message and we will send you believe your email address as well the correct one just so okay hello you first I heard the San Fran finding Home Service I'm currently away from my desk but if you leave a message love you have to do as soon as I can you and have a great day hello Diana how are you my name is Jeff know love you guys did some work for me at one of my rental properties on Avondale Road I think it's 349 Avondale 459 Avondale or I don't know 3:49 anyways it was a month or two ago actually know it was at the end of May and I've yet to still receive an invoice you can call me back it's 500-963-9541 or you can email that invoice today e l e e t at rogers.com again it was for 349 Avondale Road thanks for your help 
950,89,702358586.0,0,1.0,0.9659258262890682,0.8660254037844387,-0.8660254037844385,-0.4999999999999998,-0.8660254037844388,0,0,0,1,1,0,0,0,0,0,0,0,0,I'm over here no worries thank you have a permit ready 
956,111,717835517.0,0,0.8660254037844387,0.7071067811865476,0.258819045102521,-0.8660254037844388,0.5000000000000001,0.49999999999999933,0,0,0,1,0,0,0,1,0,0,0,0,0,your no problem that would come with her Harper morning recorder concert 
962,105,717776187.0,0,0.8660254037844387,0.7071067811865476,0.7071067811865476,-0.8660254037844388,0.5000000000000001,-0.5000000000000004,1,0,0,0,0,1,0,0,0,0,0,0,0,Greenwood my service everything comes up oh my gosh 49105 look at the furnace an air conditioner whatever hello this pervasive 
968,110,669233210.0,0,0.49999999999999994,0.9659258262890682,-0.7071067811865471,0.8660254037844387,-0.4999999999999998,0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,Tinker calling Federal Services meet up teaching available for weekend calls so I've got no power coming into my house right now I'm sorry there's no power coming from the panel yeah I've got a bit of a fishy smell see the power strip a couple of times so I'm even know if I reset the breaker it's not coming on at all check with Hydro in there is power coming into the house alright mom I was also have to let you know that there's $149 callout fee if it is after hours I'm sorry what is your name that's on your last name Willmar Auto Cinemas in Mary en Sen creek creek the phone number to reach you six 87431 509-685-7431 perfect I'll let them know right away okay I don't know my cell give you a call back with any TA thank you you're welcome bye 
974,108,705736986.0,1,0.9659258262890683,0.8660254037844386,-0.25881904510252035,-1.0,6.123233995736766e-17,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,what's up license Equity furnace check repair Las Vegas okay I am to see if you have your a movie about bicycle through can I get your email address and I can send it to me yep perfect I will send it to you okay no problem bye bye 
979,104,680230026.0,2,0.7071067811865476,0.49999999999999994,-0.9659258262890681,0.5000000000000001,0.8660254037844387,-0.4999999999999992,0,0,0,1,0,0,0,1,0,0,0,0,0,the calling from home service it's Rita speaking hi some electrical as Tuesday goes to black cars out here you guys did some work screws house about 340 years ago or so I should be in high honor the information looking for service today or are they said they weren't sure they also have $149 call-out fee since it's a fun so that's confirm Chris is a black basically live daughter he was talking in a note in the roulette cock right house right away then and what is your name is Lester Fayette see why ett e and your address 379 Governor Street what's the 519 601-3734 that's 509-601-3734 I will let them know right away okay who's excellent 
985,97,1058485503.0,0,0.9659258262890683,0.25881904510252074,0.258819045102521,-1.0,1.0,0.49999999999999933,0,0,0,1,0,0,0,0,0,1,0,0,0,starts out or whatever problem you're welcome 
991,92,1066728644.0,0,0.9659258262890682,0.49999999999999994,-0.25881904510252035,-0.4999999999999998,0.8660254037844387,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,how can I make hey do you two pairs on pool heaters hi visited master hey my needs a new valve I can tell you what type of heater it is if that helps I'm trying to get a price on the valve replaced so I would work this out but my my class listen he'll come once he will go over everything first with you you know what's required be repaired men Kunis with parrot there is a $99 and then he will go ahead and prepare that okay I already know what problem that had somebody else out here quote 5th at the hey if we get the parts and then it's you know the wrong part so if whatever reason so I have to have like been else okay I'll have to call back thank you 
997,87,1062774312.0,0,1.0,0.8660254037844386,-0.25881904510252035,-0.8660254037844385,6.123233995736766e-17,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,service my asking how to make a smile all over everybody telling Mom nothing just go for a technician I was wondering if you knew when they might be a date for the recipe was a 4 day or we haven't heard your motor and then they're going to call him an appointment coming wondering if any any more information I will have them follow up on the part to come back Charles there I'm not sure what time I think you said another little girl and then see what animal call you back installer okay I just want to make sure he's working on the problem bye 
1003,84,1089642898.0,1,0.25881904510252074,0.7071067811865476,0.7071067811865476,1.0,0.5000000000000001,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,five six seven eight 
1009,74,1048148872.0,0,0.8660254037844387,0.49999999999999994,-0.7071067811865471,-0.8660254037844388,0.8660254037844387,0.5000000000000004,1,0,0,0,0,1,0,0,0,0,0,0,0,it's a great day at my home service this is Diana how to make you smile hi I would just like to change my credit card number on my cell and the name is a front at 1505 proud foot unit 1 sorry unit one and the new card number 581 1615 3492 9021 X-Play 808 4 my boo I just need code 06964 you so much bye bye 
1015,70,1067543799.0,0,0.9659258262890682,0.8660254037844386,0.5000000000000003,-0.4999999999999998,6.123233995736766e-17,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,0,0,0,0,0,it's a great day of fun in home service this is Diana how can we make you smile smart closer 16 / 84 minus 60 and 20555 and I was wondering if you would have any idea when it would be in it's John Placid I treat router 5 McNeil Street London Ontario 519-659-2812 sorry 659-2812 thank you very much 
1021,54,1059707457.0,1,1.0,0.25881904510252074,-0.25881904510252035,-0.8660254037844385,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,hey Chris this is Diana Hawk we make you smile hi do you have a parts department we don't I hope you something yes I'm trying to find a pump for an air conditioner I swear Liberty Pump yeah you what's the cash well if I know the compson liberty and I have the model number so lip yeah hi Mark Spicer up there a whole Miller and they slipped her miss you so much you're welcome desk bye bye 
1027,397,1072102891.0,0,0.8660254037844386,0.0,0.5000000000000003,6.123233995736766e-17,0.8660254037844387,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,1,0,0,0,speaking how can I make a smile yes can you tell me how are you the day you guys do estimates for plumbing issues I miss you have all of my shut off valves in my house replaced 246 probably 15 or 16 I hope that's quite a few so I will I would say probably not late in the day for the latest was she was schedule them to come out and then he can go for way I'll trade what you deserve pecker head no I'm just trying to think of what day would work when does he have the last appointment I'm off work schedules for taking shifts in and just First Street yeah I'm refers and we just have we just live up on Portland Street so call me or you okay Thursday of this week at 2 o'clock or later be available at this next week raised on early shift so or any day next week at 2 o'clock or later speak is available of okay how about choose a time for you I'm just Tuesday of next week purpose better Manny and I get some information and I'll schedule them in for you I'm just making a note enough it 2 o'clock Tuesday about 1660 shut off it might be a few left a couple actually work maybe not that I know of this morning mine is CL Brandon pran dealer Debbie 11 76 Portland Street Port Center Portland P ohh our t ending as a mention Oregon what am I doing here I'm putting together Nancy from Victor Tooley Missouri easiest way to catch me is call me on my cell which is 5.9 670 6100 he'll be feeling next Tuesday with my husband Ray okay I'll put great as well yes is there a cell number for where you called the store number then it just call me cuz he works in a stand down to the ground you really can't get cell service is the email address you would like to share with us not at the moment how you heard about it as well one see you on 2nd Street all the time but since very nice people that work for you at the show on the weekend so if we go over how we work with our guys in next 2 hours you will go over everything with you first if you're not the right price then go ahead with the repairs when he's done he they look like the crash crash Visa Mastercard then there's also a $59 with sexy okay referral to have you come in just to do an estimate from across the $59 plus the he can go to work like when they are supposed to do the work okay so we'll we'll go with her so a delivery from across the state yeah that's the 24th yeah just send me a quick buzz on my phone before she was she had sent that way I can make sure so if if you are Alicia Suites which means he should be home 2 o'clock he's not going to be there I can scoot up from work for a few minutes just reschedule with fuel for machine 
1033,259,1071462244.0,0,0.8660254037844386,0.7071067811865476,0.7071067811865476,6.123233995736766e-17,0.5000000000000001,-0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,it's a great day at Financial Services Diana how can we make you smile smells didn't even Subway you're worried so just calling Simona return my customer just called if you are able to my schoolwork she wire a generator panel for house cuz we're we're thinking of getting a generator or something so again we just wanted to see what the electrical work would be like and if I stick generator work and I can type warbler Woods Place in Strathroy should be on file in your Kevin Post Summers generators I've been hoses okay so I've already got said I know it's generator parties worth I hope so he told me searching for circus I just want something that's going to keep my house float I was like if it's the worst case was it just gets a second I don't know I just I didn't know I kind of money so I see what she's understand or something different what's your availability as far as getting someone out there for you you guys I just miss you have something reserved General Google weeks full session regionally hi Phyllis perfect cuz I have some Plumbing work done then I can look physical reflect my electrical plugs kind of worried that Beverly fry my 220 on my dryer and stuff yeah something for you so I mean if I work until close to my house so if you could do like those are generally those times on she wants to do it before 30 he's also I delete on Tuesday so what is 1 okay you are so she will see 
1039,218,1072751202.0,1,0.8660254037844386,0.49999999999999994,-0.4999999999999997,6.123233995736766e-17,0.8660254037844387,0.866025403784439,0,0,0,1,0,0,0,0,0,1,0,0,0,Cricket phone at home server I'm going to make you smile I just saw Walker I'm having some issues with the toilet upstairs and I was thinking always when I flush it was just wondering if I'd be able to schedule someone to come out and take a look I guess your personal cell see a child Lockhart loc K har t 2010 that's 10 View Avenue D E N zi w yep November 6th elf 0 golf 3 519 781 2007 I did a Google search for jingle on the radio before as well I'd still period Lockhart at gmail.com just my name 2 hour window there is a $59 to have him come out there and take a look and diagnose It 2 and 4 is my next appointment okay that should actually work out so Friday between 2 and 4 it'll be Mike service out there for you and upon once he's done we can accept cash check Visa or Mastercard and the dispatch the same way so very much 
1045,217,1082995816.0,0,0.49999999999999994,0.0,-2.4492935982947064e-16,0.8660254037844387,0.8660254037844387,0.8660254037844378,0,0,0,1,0,0,0,0,0,1,0,0,0,it seems to be leaking to the this place it's me Mr yes it is it's up my ass CH ER she contacts you can Fisher it is only a seat and I never corrected so work number here at ski contact if you have dress so now if somebody at home between 12 and 4 do you need like if you could give me a cell with you a little bit closer so 15 minutes is supposed to be sunny here how you doing sir please discount thank you 
1051,90,1068479879.0,0,0.9659258262890682,0.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.8660254037844388,0,0,0,1,1,0,0,0,0,0,0,0,0,phone number I'll give you my cell 519-476-8284 
1057,87,1076694577.0,0,0.7071067811865476,0.0,-0.8660254037844385,0.5000000000000001,0.8660254037844387,1.1943401194869635e-15,0,1,0,0,0,0,0,0,0,0,1,0,0,get financing I hopefully make you smile hi information I have a phone number you can yeah yeah so and it's 905-0483 or 804-0104 see you well 
1063,79,686087250.0,0,0.8660254037844386,0.0,0.8660254037844387,6.123233995736766e-17,0.8660254037844387,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,who is Maria speaking how can I make a smile good morning calling from C Saunder it's leaking she started leaking yesterday with a eat cheese dip set for the shop for these Frozen received your first appointments like a little more than so at least I can say so 
1069,331,695288633.0,0,1.0,0.8660254037844386,0.8660254037844387,-0.8660254037844385,6.123233995736766e-17,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,I just have to make a fire okay if you want to hold for one moment I will put you on hold the line I'm the only one here right now as soon as possible thank you so I will like to come in for a Sundar it's so coming on it's not cooling what what exactly is happening so have we've been to your place before not at all so can I get some information I will schedule it for next week now I don't have anybody available 40 days early Thursday of next week okay the cookies over how we work we schedule our guys I can go out on site physical over everything with you give you an accurate price on repair then go ahead with the repair okay there is a $99 diagnostic test past back in the car and the first next available purple house is the Jacqueline Bridal sent out 
1075,278,1077347308.0,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,0.5000000000000001,0.5000000000000001,0.8660254037844378,0,0,0,1,0,0,0,1,0,0,0,0,0,service Maria speaking how can I make a smile replace and have a novel with a diverter so I can use the handheld shower head what is a plumbing question well our decision to make a scarf and they will come in install it for you to a problem at all office tomorrow he's like to book Mike look alike I could bring pictures of what I currently have the talk of someone to see if it can be done and I look at books and then pick out the actual shower and he'll share with you like to do if it was just the most see what you they will make recommendations and if you wanted them to do it right then and there they can do it so I can go get parts come back and install it yeah there's nothing in the shop here that I couldn't think our guys have all the plumber with you are you one of our home protect remember so that is so pick up Basics over Cubs so there's no check cutting fantasy kids eat Cubs and I want to see if I can replace the basic of novels with the Nells with the diverter so I can use that I've got a bad debt so I need I'm using like a chair for gas heat stabs sees the cab okay yes it's a 441 Hamilton Road Unit number 4424 your name is phone number still 519-457-2689 lease now when I get is there a time that's better for you in the morning okay I can do Tuesday I can have my commode and go and go over that 8 8:00 839 Wesley 9:00 49 a little Restless this is my service I will see you then thank you 
1081,100,1069261991.0,0,0.9659258262890682,0.25881904510252074,-0.866025403784439,-0.4999999999999998,1.0,-0.8660254037844392,0,0,0,1,1,0,0,0,0,0,0,0,0,services this is Britney speaking how can I make you smile having an electrical issue you need a non coworker for tonight or just something they can wait til tomorrow I just can I get your name the address 302 Parkview Drive phone number +42-435-198-6842 okay 226-3742 free at 11 em you would like an afternoon appointment okay I'll let them know I have to have someone call you back 
